id,alpha,delta,diameter,axisRatio,posAngle,MinAx,Type,B-Mag,V-Mag,J-Mag,H-Mag,K-Mag,SurfBr,Hubble,NGC,IC,Common name,NED notes,OpenNGC notes
NGC2744 NED01,136.16125,18.45611,0.27,1.6,44,0.17,G,,,,,,,S?,,,PGC 200248,UGC 04757 NED01,
NGC2744 NED02,136.1625,18.46444,1.66,2,114,0.81,G,13.85,13.4,11.72,11.09,10.7,23.12,SBab,,,IRAS 09018+1839,MCG +03-23-031 NED02,PGC 025480
NGC2745,136.16388,18.25736,0.6,1.2,170,0.5,G,15.68,,12.68,12.04,11.8,23.42,E,,,PGC 025478,SDSS J090439.32+181526.5,SDSS J090439.33+181526.5
NGC2746,136.49767,35.37739,1.57,1.2,51,1.31,G,14.18,,10.78,10.08,9.75,23.73,Sa,,,MCG +06-20-023,PGC 025533,SDSS J090559.44+352238.5
NGC2747,136.32642,18.44219,0.56,1.6,172,0.35,G,15.69,,12.91,12.09,11.84,23.12,S0-a,,,PGC 025507,SDSS J090518.33+182631.9,SDSS J090518.34+182631.9
NGC2748,138.42925,76.47533,2.6,2.3,39,1.11,G,12.39,11.68,9.8,9.11,8.78,22.55,Sbc,,,IRAS 09080+7640,MCG +13-07-019,PGC 026018
NGC2749,136.33883,18.31311,1.92,1.1,65,1.77,G,12.77,11.84,9.91,9.21,8.93,23.07,E,,,MCG +03-23-036,PGC 025508,UGC 04763
NGC2750,136.44963,25.43742,2.03,1.4,82,1.46,G,12.59,,10.48,10.05,9.67,22.75,SABc,,,PGC 025525,UGC 04769,
NGC2751,136.385,18.26231,0.87,1.8,134,0.48,G,14.97,,12.19,11.39,11.32,22.96,SBb,,,MCG +03-23-037,PGC 025517,SDSS J090532.39+181544.2
NGC2752,136.42929,18.33972,1.74,5.3,61,0.33,G,14.74,,11.1,10.29,9.92,23.55,SBb,,,2MASX J09054355+1820276,IRAS 09028+1832,MCG +03-23-038
NGC2753,136.78442,25.34247,0.55,1.6,17,0.34,G,14.72,,12.16,11.46,11.17,21.89,SBab,,,MCG +04-22-015 NED01,PGC 025603,SDSS J090708.25+252032.8
NGC2754,136.29671,-19.08486,0.78,1.1,140,0.68,G,15.31,,11.79,11.16,10.76,23.5,S0,,,ESO 564-016,ESO-LV 564-0160,PGC 025504
NGC2755,136.99296,41.70894,1.15,1.5,127,0.76,G,14.26,,11.8,11.18,10.75,23.06,Sbc,,,IRAS 09047+4154,MCG +07-19-034,PGC 025670
NGC2756,137.25388,53.84953,1.5,1.5,0,1,G,13.12,,10.45,9.79,9.51,22.45,Sb,,,IRAS 09054+5402,MCG +09-15-098,PGC 025757
NGC2758,136.38,-19.04278,1.87,4.6,18,0.41,G,14.04,,12.5,11.98,11.44,23.03,SBbc,,,ESO 564-020,ESO-LV 564-0200,IRAS 09032-1850
NGC2759,137.15538,37.62161,1.27,1.4,49,0.9,G,14,13.04,10.76,10.03,9.8,23.26,E-S0,,,MCG +06-20-033,PGC 025718,SDSS J090837.28+373717.6
NGC2760,141.05433,76.53128,1.21,4.5,100,0.27,G,14.9,,13.71,13.84,13.02,,E-S0,,,MCG +13-07-027,PGC 026654,
NGC2761,136.87846,18.43475,0.76,1.8,164,0.43,G,14.93,,11.91,11.18,10.74,22.7,Sm,,,IRAS 09047+1838,MCG +03-23-041,PGC 025638
NGC2762,137.47721,50.41825,0.51,1.4,180,0.36,G,15.86,,13.06,12.56,12.41,23.17,S0,,,MCG +08-17-045,PGC 025828,SDSS J090954.52+502505.9
NGC2763,136.70438,-15.49978,2.43,1.3,136,1.88,G,12.65,12.07,10.4,9.72,9.56,23.1,SBc,,,IRAS 09044-1517,MCG -02-23-010,PGC 025570
NGC2764,137.07279,21.44333,1.15,1.7,18,0.67,G,13.66,12.9,10.89,10.12,9.82,22.67,S0,,,IRAS 09054+2138,MCG +04-22-017,PGC 025690
NGC2765,136.90267,3.39292,2.74,2.9,105,0.93,G,13.18,,10.17,9.48,9.22,24.02,S0,,,MCG +01-24-001,PGC 025646,SDSS J090736.64+032334.4
NGC2766,137.19808,29.86478,1.2,2.3,129,0.53,G,14.49,,11.5,10.79,10.45,23.19,SBab,,,MCG +05-22-009,PGC 025735,SDSS J090847.53+295153.1
NGC2767,137.5495,50.40131,0.72,1.1,167,0.63,G,14.51,,11.31,10.55,10.32,22.54,E-S0,,,MCG +08-17-048,PGC 025852,SDSS J091011.87+502404.9
NGC2768,137.90625,60.03722,5.64,2.5,93,2.24,G,10.82,9.87,7.93,7.23,7,23.38,E,,,MCG +10-13-065,PGC 025915,SDSS J091137.39+600214.8
NGC2769,137.634,50.43328,1.61,4.4,145,0.37,G,13.89,,10.5,9.77,9.44,23.05,Sa,,,MCG +08-17-050,PGC 025870,SDSS J091032.15+502559.7
NGC2770,137.39046,33.12353,3.45,4.3,146,0.81,G,12.76,12.21,10.52,9.81,9.57,23.02,Sc,,,IRAS 09065+3319,MCG +06-20-038,PGC 025806
NGC2771,137.66525,50.37986,1.73,1.2,42,1.49,G,13.9,,10.8,10.12,9.83,23.76,Sab,,,MCG +08-17-051,PGC 025875,SDSS J091039.65+502247.5
NGC2772,136.92446,-23.62142,1.71,1.6,170,1.07,G,14.21,,10.59,9.74,9.4,23.77,SBb,,,ESO 497-014,ESO-LV 497-0140,IRAS 09054-2325
NGC2773,137.43413,7.17369,0.65,2.2,84,0.29,G,14.71,,11.57,10.83,10.5,22.07,Sab,,,IRAS 09070+0722,MCG +01-24-004,PGC 025825
NGC2774,137.66633,18.69658,1.19,1,60,1.17,G,14.67,,,,,23.85,E,,,MCG +03-24-004,PGC 025879,SDSS J091039.92+184147.6
NGC2775,137.58383,7.03794,4.25,1.3,159,3.36,G,11.14,10.24,7.92,7.41,7.04,22.88,Sab,,,C 048,IRAS 09076+0714,MCG +01-24-005
NGC2776,138.06046,44.95483,2.14,2.4,111,0.91,G,12.2,11.68,10.05,9.44,9.13,21.89,SABc,,,IRAS 09089+4509,MCG +08-17-056,PGC 025946
NGC2777,137.67429,7.20669,0.76,1.3,169,0.59,G,14.21,,12.5,11.7,11.62,22.22,Sb,,,IRAS 09080+0724,MCG +01-24-006,PGC 025876
NGC2778,138.10154,35.02753,1.3,1.3,46,0.98,G,13.34,12.41,10.4,9.72,9.51,22.77,E,,,MCG +06-20-043,PGC 025955,SDSS J091224.37+350139.1
NGC2779,138.11788,35.05375,0.72,1.2,25,0.61,G,15.39,,12.84,12.58,12.07,23.5,S0-a,,,MCG +06-20-044,PGC 025958,SDSS J091228.29+350313.5
NGC2780,138.18488,34.92558,1.06,1.4,147,0.77,G,14.21,,11.86,11.07,10.86,22.96,Sb,,,MCG +06-20-047,PGC 025967,SDSS J091244.37+345532.0
NGC2781,137.86467,-14.81683,2.52,2,78,1.26,G,12.51,11.57,9.44,8.76,8.5,23.2,S0-a,,,IRAS 09091-1436,MCG -02-24-002,PGC 025907
NGC2782,138.52129,40.11369,3.25,1.3,20,2.41,G,12.32,12.36,9.79,9.12,8.87,23.47,SABa,,,IRAS 09108+4019,MCG +07-19-036,PGC 026034
NGC2783,138.41442,29.99297,1.98,1.8,165,1.1,G,13.55,,10.25,9.6,9.32,23.86,E,2783A,,MCG +05-22-019,PGC 026013,SDSS J091339.47+295934.6
NGC2783B,138.38813,30.00014,1.45,5.2,76,0.28,G,15.12,,11.6,10.88,10.56,23.56,SBb,,2449,IRAS 09105+3012,MCG +05-22-017,PGC 026012
NGC2784,138.08125,-24.17261,4.82,2.6,73,1.85,G,11.24,10.1,7.32,6.59,6.32,23.34,S0,,,ESO 497-023,ESO-LV 497-0230,MCG -04-22-005
NGC2785,138.81413,40.91753,1.44,2.5,120,0.58,G,14.63,13.38,10.6,9.79,9.42,23.35,SBm,,,IRAS 09120+4107,MCG +07-19-042,PGC 026100
NGC2786,138.39829,12.44081,0.83,1.4,77,0.59,G,13.86,,11.21,10.5,10.26,22.09,Sa,,,IRAS 09108+1238,MCG +02-24-002,PGC 026008
NGC2787,139.8275,69.20325,3.24,1.8,114,1.81,G,11.6,11.25,8.22,7.52,7.26,22.84,S0-a,,,IRAS 09148+6924,MCG +12-09-039,PGC 026341
NGC2788,137.26267,-67.93247,1.67,4.3,116,0.39,G,13.27,,10.77,10.01,9.68,22.3,Sab,,,ESO 061-002,ESO-LV 61-0020,IRAS 09083-6743
NGC2788A,135.66433,-68.22683,2.51,5.1,55,0.49,G,13.99,,10.2,9.48,9.13,23.53,Sb,,,ESO 060-024,ESO-LV 60-0240,IRAS 09020-6801
NGC2788B,135.89875,-67.96981,1.55,2.8,164,0.56,G,14.52,,,,,23.47,Sb,,,ESO 060-025,ESO-LV 60-0250,PGC 025443
NGC2789,138.74858,29.73028,1.15,1.2,36,0.96,G,13.7,13.06,10.86,10.11,9.85,22.87,S0-a,,,IRAS 09120+2956,MCG +05-22-026,PGC 026089
NGC2790,138.76158,19.69711,0.6,1.1,65,0.55,G,14.71,,12.53,11.82,11.54,22.5,S0-a,,,IRAS 09122+1954,MCG +03-24-016,PGC 026092
NGC2791,138.75829,17.59222,0.89,2.8,160,0.32,G,15.77,,12.38,11.72,11.29,24.07,S0-a,,,PGC 026088,SDSS J091502.01+173532.2,SDSS J091502.02+173532.2
NGC2792,138.11071,-42.4275,0.22,,,,PN,13.5,11.6,11.89,11.7,10.94,,,,,ESO 314-006,IRAS 09105-4213,PN G265.7+04.1
NGC2793,139.19713,34.42981,1.12,1.2,,0.93,G,13.39,,,,,22.21,Sm,,,IRAS 09137+3438,MCG +06-21-002,PGC 026189
NGC2794,139.00746,17.58983,1.22,1.3,57,0.93,G,13.99,13.15,11.06,10.32,10.09,22.95,SABb,,,MCG +03-24-018,PGC 026140,SDSS J091601.78+173523.3
NGC2795,139.01633,17.62836,1.19,1.2,166,1.02,G,14.01,,10.68,9.92,9.68,23.21,E,,,MCG +03-24-020,PGC 026143,SDSS J091603.91+173742.1
NGC2796,139.17438,30.91542,1.21,1.4,77,0.85,G,14.54,,10.71,10,9.7,23.5,Sa,,,MCG +05-22-029,PGC 026178,SDSS J091641.85+305455.4
NGC2797,139.09038,17.72722,0.66,1.1,28,0.58,G,14.45,,12.25,11.5,11.23,22.36,Sab,,,IRAS 09135+1756,MCG +03-24-023,PGC 026160
NGC2798,139.34496,41.99972,2.43,2.9,154,0.83,G,13,12.39,10.1,9.39,9.03,23.21,Sa,,,IRAS 09141+4212,MCG +07-19-055,PGC 026232
NGC2799,139.37929,41.99408,1.76,3.7,122,0.47,G,14.22,13.71,11.92,11.31,11.15,23.58,SBd,,,MCG +07-19-056,PGC 026238,SDSS J091730.99+415938.4
NGC2800,139.64675,52.51447,1.42,1.6,17,0.87,G,13.92,,10.72,10.05,9.72,23.52,E,,,MCG +09-15-117,PGC 026302,SDSS J091835.21+523052.0
NGC2801,139.18413,19.93572,0.96,1.2,51,0.78,G,15.3,,12.87,12.26,11.98,23.78,Sc,,,MCG +03-24-025,PGC 026183,SDSS J091644.19+195608.5
NGC2802,139.17263,18.96347,1.1,2,132,0.56,G,14.87,,11.74,11.17,10.88,23.86,S0-a,,,MCG +03-24-026,PGC 026177,SDSS J091641.42+185748.4
NGC2803,139.18279,18.95458,0.98,1.4,138,0.72,G,15.16,,11.44,10.73,10.45,23.85,E-S0,,,MCG +03-24-027,PGC 026181,SDSS J091643.86+185716.5
NGC2804,139.20838,20.1985,1.39,1.1,56,1.24,G,13.96,12.9,10.67,9.93,9.68,23.42,S0,,2455,MCG +03-24-028,PGC 026196,SDSS J091650.00+201154.5
NGC2805,140.08504,64.10278,3.39,1.2,154,2.76,G,11.79,11.56,10.87,10.37,10.14,23,SABc,,,IRAS 09162+6418,MCG +11-12-003,PGC 026410
NGC2807,139.24583,20.03222,1.5,,,,GPair,,,,,,,,,,,,
NGC2807A,139.24033,20.02906,0.56,1.6,81,0.36,G,15.59,,12.7,11.93,11.71,22.75,Sbc,,,MCG +03-24-030,PGC 026212,SDSS J091657.68+200144.5
NGC2807B,139.25275,20.0365,0.82,1.4,165,0.6,G,15.05,,11.89,11.16,10.84,23.45,S0,,,MCG +03-24-031,PGC 026213,SDSS J091700.66+200211.4
NGC2808,138.01058,-64.86283,9,,,,GCl,7.77,5.69,,,,,,,,,,
NGC2809,139.27883,20.06969,1.24,1.1,162,1.08,G,13.98,13.02,10.93,10.26,9.93,23.2,S0,,,MCG +03-24-033,PGC 026220,SDSS J091706.91+200410.8
NGC2810,140.51875,71.84403,1.69,1,130,1.69,G,13.24,12.23,10.06,9.4,9.12,23.27,E,2810A,,MCG +12-09-042,PGC 026514,UGC 04954
NGC2811,139.04629,-16.31272,3.05,3,20,1.03,G,12.25,11.45,8.94,8.23,7.98,22.93,SBa,,,IRAS 09138-1606,MCG -03-24-003,PGC 026151
NGC2812,139.41996,19.91889,0.75,3.3,154,0.23,G,15.89,,12.98,12.21,12,23.18,Sbc,,,PGC 026242,SDSS J091740.78+195507.9,SDSS J091740.79+195508.0
NGC2813,139.43938,19.90661,1.02,1.2,146,0.82,G,15.05,,11.59,10.84,10.59,23.73,S0,,,MCG +03-24-037,PGC 026252,SDSS J091745.44+195423.7
NGC2814,140.29783,64.25319,1.05,4.6,179,0.23,G,14.33,13.77,12.06,11.35,11.08,22.16,SBb,,,IRAS 09170+6428,MCG +11-12-004,PGC 026469
NGC2815,139.08229,-23.63325,3.51,2.5,13,1.41,G,12.76,11.86,9.2,8.48,8.25,23.6,SBb,,,ESO 497-032,ESO-LV 497-0320,IRAS 09140-2325
NGC2817,139.29388,-4.75211,1.37,1.1,0,1.27,G,13.68,,11.3,10.72,10.39,23.04,Sc,,,IRAS 09146-0432,MCG -01-24-006,PGC 026223
NGC2818,139.00625,-36.62694,0.83,,,,PN,13,11.6,,,,,,,,IRAS 09140-3625,PN G261.9+08.5,
NGC2818A,139.02554,-36.62692,6.9,,,,Cl+N,12.5,,,,,,,,,,,
NGC2819,139.53871,16.19811,1.44,1.3,57,1.08,G,14.22,,10.85,10.14,9.88,23.89,E,,,MCG +03-24-040,PGC 026274,SDSS J091809.29+161153.1
NGC2820,140.43992,64.25794,3.75,10.7,61,0.35,G,13.23,12.78,11.05,10.26,9.92,23.02,SBc,2816,,IRAS 09177+6428,MCG +11-12-006,PGC 026498
NGC2820A,140.37529,64.23872,0.47,2.9,9,0.16,G,15.44,15.04,14.48,13.77,13.76,22.08,Sa,,2458,MCG +11-12-005,PGC 026485,SDSS J092130.07+641419.3
NGC2821,139.19992,-26.81628,2.1,4.8,103,0.44,G,13.89,,10.59,9.83,9.5,23.1,Sbc,,,ESO 497-034,ESO-LV 497-0340,IRAS 09145-2636
NGC2822,138.45717,-69.64483,3.96,1.5,94,2.72,G,11.62,11.4,,,,23.39,E,,,ESO-LV 61-0040,IRAS 09132-6926,PGC 026026
NGC2823,139.82275,34.00817,1.03,1.7,32,0.62,G,15.46,,12.13,11.61,11.23,23.93,Sa,,,MCG +06-21-008,PGC 026339,PGC 026340
NGC2824,139.75929,26.26997,0.97,1.7,159,0.57,G,14.23,12.67,11.08,10.4,10.13,22.87,S0,,,IRAS 09160+2628,MCG +04-22-031,PGC 026330
NGC2825,139.8435,33.74278,1.1,2,86,0.55,G,15.03,,11.92,11.25,11.05,23.61,Sa,,,MCG +06-21-010,PGC 026345,SDSS J091922.43+334433.9
NGC2826,139.85071,33.624,1.47,6.7,141,0.22,G,14.43,,11.22,10.54,10.29,23.85,S0-a,,,MCG +06-21-011,PGC 026346,SDSS J091924.16+333726.4
NGC2827,139.82921,33.88081,1.02,2.7,5,0.38,G,15.44,,12.4,11.57,11.26,23.7,Sab,,2460,MCG +06-21-009,PGC 026342,SDSS J091919.00+335250.8
NGC2828,139.89513,33.88808,0.72,1.6,44,0.44,G,15.61,,12.6,11.96,11.63,23.64,S0,,,PGC 026365,SDSS J091934.83+335317.1,
NGC2829,139.87792,33.64833,0.6,,,,GPair,,,,,,,,,,,,
NGC2829 NED01,139.87629,33.64847,0.48,1.3,30,0.38,G,16.67,,13.64,13.08,12.74,23.98,E,,,PGC 026356,SDSS J091930.30+333854.4,
NGC2829 NED02,139.87975,33.64778,0.4,1.3,176,0.3,G,16.92,,,,,23.72,E,,,SDSS J091931.13+333852.0,,NGC identification is not certain.
NGC2830,139.92254,33.73814,1.24,5.2,112,0.24,G,15,14.11,11.76,11.04,10.73,24,S0-a,,,MCG +06-21-014,PGC 026371,SDSS J091941.40+334417.3
NGC2831,139.93954,33.745,0.89,1.3,2,0.66,G,14.41,13.38,,,,23.02,E,,,PGC 026376,SDSS J091945.48+334441.9,SDSS J091945.49+334441.9
NGC2832,139.94525,33.74975,3.2,1.5,172,2.07,G,12.79,11.79,9.67,8.99,8.7,24.16,E,,,MCG +06-21-015,PGC 026377,SDSS J091946.86+334459.0
NGC2833,139.99108,33.92744,1.14,2.1,165,0.54,G,15.27,,11.88,11.1,10.77,23.94,Sa,,,PGC 026389,SDSS J091957.85+335538.7,SDSS J091957.86+335538.7
NGC2834,140.0105,33.71047,0.83,1.3,57,0.66,G,15.38,,12.28,11.6,11.38,23.82,E,,,MCG +06-21-021,PGC 026400,SDSS J092002.51+334237.7
NGC2835,139.47046,-22.35467,6.43,1.7,179,3.72,G,11.06,10.64,8.81,8.14,7.92,23.39,Sc,,,ESO 564-035,ESO-LV 564-0350,IRAS 09156-2208
NGC2836,138.43583,-69.33475,1.66,2.8,111,0.59,G,12.65,,,,,21.91,Sbc,,,ESO-LV 61-0030,IRAS 09131-6907,PGC 026017
NGC2838,140.17933,39.31575,1.28,1.2,123,1.08,G,14.45,,11.04,10.3,10.04,23.78,E,,,MCG +07-19-061,PGC 026434,SDSS J092043.02+391856.6
NGC2839,140.15138,33.65067,1.23,1.1,165,1.17,G,14.75,,11.4,10.69,10.43,24.06,E,,,MCG +06-21-023,PGC 026425,SDSS J092036.32+333902.4
NGC2840,140.21967,35.36828,1.05,1.2,107,0.89,G,14.61,,11.6,10.96,10.84,23.27,Sbc,,,IRAS 09178+3534,MCG +06-21-025,PGC 026445
NGC2841,140.51096,50.97653,6.9,2.1,147,3.31,G,10.06,10.18,7.01,6.3,6.06,22.48,SBb,,,IRAS 09185+5111,MCG +09-16-005,PGC 026512
NGC2842,138.90179,-63.06964,2.25,1.4,107,1.63,G,13.38,12.49,9.8,9.02,8.77,23.8,S0-a,,,ESO 091-004,ESO-LV 91-0040,IRAS 09144-6251
NGC2843,140.11992,18.92622,0.47,1.8,65,0.26,G,16.54,,13.11,12.54,12.2,23.56,S0-a,,,PGC 026414,SDSS J092028.77+185534.3,SDSS J092028.77+185534.4
NGC2844,140.45004,40.15125,1.77,2.2,11,0.82,G,13.69,12.89,10.81,10.2,9.89,23.36,Sa,,,IRAS 09186+4021,MCG +07-19-064,PGC 026501
NGC2845,139.65296,-38.01008,1.87,1.4,69,1.3,G,13.2,11.97,9.31,8.55,8.26,23.21,S0-a,,,ESO 314-010,ESO-LV 314-0100,IRAS 09166-3747
NGC2847,140.03554,-16.51831,,,,,HII,,,,,,,,,,,,
NGC2848,140.04096,-16.52606,2.69,1.3,29,2.02,G,12.45,12.11,10.2,9.72,9.44,23.1,SABc,,,IRAS 09178-1618,MCG -03-24-007,PGC 026404
NGC2849,139.84529,-40.52039,2.4,,,,OCl,,12.5,,,,,,,,MWSC 1648,,
NGC2850,140.23754,-4.94008,0.9,1.4,17,0.64,G,15,,11.38,10.63,10.38,23.54,S0,,,PGC 026452,,
NGC2851,140.12596,-16.49528,1.43,2.7,8,0.53,G,14.33,,10.99,10.3,10.04,23.78,S0,,,MCG -03-24-008,PGC 026422,
NGC2852,140.81079,40.16381,0.94,1.1,140,0.89,G,14.13,,11.01,10.36,10.1,22.71,SABa,,,MCG +07-19-065,PGC 026571,SDSS J092314.59+400949.7
NGC2853,140.82221,40.20006,1.67,1.7,25,0.96,G,14.44,,12.19,11.59,11.42,24.29,S0-a,,,MCG +07-19-066,PGC 026580,SDSS J092317.33+401200.1
NGC2854,141.01296,49.20414,1.28,2.3,52,0.56,G,13.76,,11.05,10.33,10.1,22.58,SBb,,,IRAS 09206+4925,MCG +08-17-092,PGC 026631
NGC2855,140.36454,-11.9095,3.45,1.9,120,1.85,G,12.55,11.05,8.91,8.21,7.97,23.84,S0-a,,,IRAS 09190-1141,MCG -02-24-015,PGC 026483
NGC2856,141.06671,49.24919,1.22,2.1,132,0.58,G,13.84,13.26,10.74,10.01,9.71,22.56,SBbc,,,IRAS 09208+4927,MCG +08-17-093,PGC 026648
NGC2857,141.15717,49.35706,1.89,1.3,90,1.51,G,12.95,12.32,11.27,10.57,10.75,22.92,Sc,,,IRAS 09212+4934,MCG +08-17-095,PGC 026666
NGC2858,140.72921,3.15694,1.76,2.1,116,0.84,G,13.94,,10.8,10.12,9.82,23.72,S0-a,,,MCG +01-24-017,PGC 026556,SDSS J092255.00+030924.9
NGC2859,141.07721,34.5135,3.19,1.1,85,2.78,G,11.87,10.94,8.91,8.23,8.04,23.11,S0-a,,,MCG +06-21-030,PGC 026649,SDSS J092418.53+343048.5
NGC2860,141.22171,41.06019,1.31,2.3,95,0.57,G,14.63,,11.58,10.8,10.44,23.46,SBa,,,IRAS 09216+4116,MCG +07-20-003,PGC 026685
NGC2861,140.90208,2.13647,1.28,1.1,50,1.17,G,13.85,13.06,11.09,10.4,10.12,23.11,SBbc,,,IRAS 09210+0220,MCG +00-24-010,PGC 026607
NGC2862,141.22963,26.77467,2.64,5.3,115,0.5,G,13.68,,10.27,9.57,9.27,23.32,SBbc,,,MCG +05-22-045,PGC 026690,SDSS J092455.11+264628.8
NGC2863,140.90233,-10.43322,1.37,1.2,170,1.18,G,13.4,,11.64,10.97,10.8,,Sm,2869,,IRAS 09211-1012,MCG -02-24-018,PGC 026609
NGC2864,141.06413,5.94117,0.71,1.5,4,0.47,G,14.94,,12.47,11.91,11.4,22.78,SBb,,,MCG +01-24-020 NED01,PGC 026644,SDSS J092415.39+055628.1
NGC2865,140.87588,-23.16144,2.44,1.2,155,2.03,G,12.44,11.48,9.36,8.71,8.46,23.24,E,,,ESO 498-001,ESO-LV 498-0010,MCG -04-22-011
NGC2866,140.521,-51.10261,2.7,,,,OCl,,,,,,,,,,,,
NGC2867,140.35404,-58.31167,0.23,,,,PN,9.7,9.7,,,,,,,,C 090,ESO 126-008,IRAS 09200-5805
NGC2868,140.86342,-10.4295,1.14,2,70,0.57,G,15.24,,11.88,11.2,11.01,24.23,E-S0,,,PGC 026598,,
NGC2870,141.97392,57.3755,2.44,3.7,121,0.66,G,13.87,,11.29,10.59,10.29,23.64,SBbc,,,IRAS 09241+5735,MCG +10-14-013,PGC 026856
NGC2872,141.42725,11.43214,1.75,1.1,161,1.55,G,12.85,11.86,9.66,9.02,8.73,22.93,E,,,MCG +02-24-008,PGC 026733,SDSS J092542.53+112555.7
NGC2873,141.45208,11.45422,0.73,1.8,118,0.41,G,16.11,,13.05,12.29,12.04,23.85,Sab,,,MCG +02-24-009,PGC 026742,SDSS J092548.49+112715.2
NGC2874,141.44721,11.42458,2.04,3,38,0.68,G,13.33,12.48,9.53,9.17,8.84,22.76,Sbc,,,IRAS 09230+1138,MCG +02-24-010,PGC 026740
NGC2876,141.30738,-6.71658,1.73,1.8,91,0.98,G,14.17,,10.87,10.1,10.01,24.04,S0,,,MCG -01-24-016,PGC 026710,
NGC2877,141.44575,2.22911,0.67,1,165,0.64,G,14.65,,11.84,11.26,10.96,22.53,S0-a,,,IRAS 09231+0226,MCG +00-24-015,PGC 026738
NGC2878,141.44775,2.08961,1.04,2.8,173,0.37,G,15.05,,11.52,10.83,10.49,23.31,SABa,,,MCG +00-24-014,PGC 026739,SDSS J092547.46+020522.5
NGC2880,142.394,62.49056,2.33,1.7,142,1.4,G,12.53,11.61,9.62,8.98,8.68,23.08,E-S0,,,MCG +10-14-015,PGC 026939,SDSS J092934.55+622925.9
NGC2881,141.47583,-11.99389,1.2,,,,GPair,,,,,,,,,,,,
NGC2881 NED01,141.47396,-11.99214,0.67,2.1,51,0.32,G,,,,,,,,,,,,
NGC2881 NED02,141.47788,-11.99553,1.17,1.9,167,0.63,G,15.93,,11.95,11.48,11.32,24.13,,,,IRAS 09234-1146,MCG -02-24-021 NED02,PGC 026747
NGC2882,141.65058,7.95447,1.49,2,84,0.75,G,13.5,,10.89,10.16,9.89,22.58,SABc,,,IRAS 09239+0810,MCG +01-24-021,PGC 026781
NGC2883,141.32675,-34.10325,2.02,2.5,178,0.8,G,13.65,,,,,23.09,IB,,,IRAS 09232-3353,PGC 026713,
NGC2884,141.60188,-11.55558,2.16,2.8,173,0.76,G,13.61,,10.5,9.8,9.49,23.71,S0-a,,,MCG -02-24-022,PGC 026773,
NGC2885,141.82713,23.02011,1.26,1.5,79,0.82,G,14.65,16,11.4,10.66,10.39,23.85,S0-a,,538,MCG +04-22-058,PGC 026811,SDSS J092718.50+230112.3
NGC2887,140.85021,-63.81256,2.55,1.6,80,1.63,G,12.76,11.66,9.04,8.32,8.03,23.52,E-S0,,,ESO 091-009,ESO-LV 91-0090,PGC 026592
NGC2888,141.58196,-28.03508,1.96,1.3,155,1.49,G,13.53,12.57,10.35,9.65,9.43,23.85,E,,,ESO 434-002,ESO-LV 434-0020,MCG -05-23-001
NGC2889,141.80246,-11.64342,1.95,1.1,26,1.75,G,12.51,11.78,9.65,9.01,8.77,22.6,SABc,,,IRAS 09247-1125,MCG -02-24-026,PGC 026806
NGC2890,141.62433,-14.52869,0.87,3.5,69,0.25,G,15.23,,11.74,11,10.85,23.75,E-S0,,,MCG -02-24-024,PGC 026778,
NGC2891,141.73596,-24.78303,1.6,1.1,0,1.52,G,13.47,12.6,10.44,9.76,9.55,23.24,E-S0,,,ESO 498-008,ESO-LV 498-0080,MCG -04-23-003
NGC2892,143.22054,67.61739,1.4,1,0,1.4,G,14.36,,10.4,9.65,9.35,23.96,E,,,MCG +11-12-015,PGC 027111,SDSS J093252.93+673702.7
NGC2893,142.57067,29.53997,1.02,1.2,83,0.82,G,13.86,13.19,11.24,10.51,10.31,22.57,S0-a,,,IRAS 09273+2945,MCG +05-23-005,PGC 026979
NGC2894,142.376,7.71883,1.9,2,29,0.96,G,13.3,,10.11,9.4,9.11,23.12,Sa,,,MCG +01-24-024,PGC 026932,UGC 05056
NGC2895,143.10438,57.48289,0.91,1.1,65,0.8,G,14.62,,11.83,11.09,10.84,22.98,Sbc,,,IRAS 09288+5742,MCG +10-14-018,PGC 027092
NGC2896,142.57071,23.66306,1.2,1,90,1.2,G,14.75,,11.6,10.94,10.82,23.89,S0-a,,,MCG +04-23-007,PGC 026985,SDSS J093016.96+233947.0
NGC2897,142.4405,2.20681,0.84,1.4,177,0.62,G,15.6,,11.78,11.12,10.81,24.33,S0,,,PGC 026949,,
NGC2898,142.44308,2.06436,1.04,1.6,124,0.67,G,14.83,,11.08,10.39,10.16,23.55,S0-a,,,MCG +00-24-018,PGC 026950,SDSS J092946.33+020351.6
NGC2899,141.76233,-56.10603,1.5,,,,PN,12.2,11.8,13.94,13.59,13.6,,,,,PN G277.1-03.8,,
NGC2900,142.56329,4.14422,0.99,1.3,86,0.78,G,14.55,,13.04,12.36,12.23,23.22,SBc,,,IRAS 09276+0421,MCG +01-24-026,PGC 026974
NGC2902,142.72038,-14.73578,1.72,1.2,22,1.41,G,13.23,,10.07,9.35,9.11,23.15,S0,,,MCG -02-24-030,PGC 027004,
NGC2903,143.04213,21.50083,11.94,2.3,22,5.28,G,9.53,8.91,6.95,6.33,6.04,23.02,Sbc,2905,,IRAS 09293+2143,MCG +04-23-009,PGC 027077
NGC2904,142.57083,-30.38503,1.47,1.3,89,1.09,G,13.52,12.46,10.2,9.5,9.21,23.09,E-S0,,,ESO 434-006,ESO-LV 434-0060,MCG -05-23-003
